the_geom,ObjectID,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,SiteID,Category,Installati,Address,GeocodeAdd,Street,CrossStree,Borough,ComDist,BusRoute,BID,Latitude,Longitude,NTAName,FEMAFldz,FEMAFldT,HrcEvac,SeatingTyp,date,year
POINT (-73.94689350996146 40.82640226304847),1620,1.0,Manhattan,109.0,7.0,71.0,31.0,13.0,2117,Community Health Centers,08/16/2013,1750 Amsterdam Avenue,1750 Amsterdam Avenue,Amsterdam Avenue,West 146th and 147th Streets,Manhattan,109,Not Applicable,Not Applicable,40.826402263,-73.94689351,Hamilton Heights-Sugar Hill,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-08-16,2013.0
POINT (-73.88973865909848 40.74605352564599),1119,4.0,Queens,404.0,25.0,39.0,16.0,14.0,3625,General,06/21/2017,75-15 Broadway,75-15 Broadway,Broadway,75th Street & 76th Street,Queens,404,Not Applicable,Not Applicable,40.7460535256,-73.8897386591,Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2017-06-21,2017.0
POINT (-73.93311257794356 40.65363175236071),368,3.0,Brooklyn,317.0,41.0,58.0,20.0,9.0,2786,Municipal Facilities,12/30/2014,684 Linden Boulevard,684 Linden Boulevard,Linden Boulevard,Schenectady Avenue and 48th Street,Brooklyn,317,Not Applicable,Not Applicable,40.6536317524,-73.9331125779,East Flatbush-Rugby,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2014-12-30,2014.0
POINT (-73.98088203297567 40.68033335702362),606,3.0,Brooklyn,306.0,39.0,52.0,25.0,7.0,2347,General,01/08/2014,610 Baltic Street,610 Baltic Street,4th Avenue & Butler Street,4th & 5th Avenue,Brooklyn,306,Not Applicable,Not Applicable,40.680333357,-73.980882033,Park Slope,X,AREA OF MINIMAL FLOOD HAZARD,6.0,BACKED,2014-01-08,2014.0
POINT (-73.89736707770413 40.707344968015775),2137,4.0,Queens,405.0,30.0,37.0,15.0,6.0,4099,General,08/02/2018,66-54 Fresh Pond Road,66-54 Fresh Pond Road,Fresh Pond Road,Woodbine Street & Madison Street,Queens,405,Not Applicable,Not Applicable,40.707344968,-73.8973670777,Ridgewood,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2018-08-02,2018.0
POINT (-74.00400686105961 40.60284943350705),89,3.0,Brooklyn,311.0,43.0,47.0,22.0,11.0,3402,Bus Route,11/03/2016,1865 Bath Avenue,1865 Bath Avenue,Bath Avenue,19th Avenue & Bay 20th Street,Brooklyn,311,B64,Not Applicable,40.6028494335,-74.0040068611,Bath Beach,X,AREA OF MINIMAL FLOOD HAZARD,5.0,BACKLESS,2016-11-03,2016.0
POINT (-74.09157101372101 40.605179437463406),110,5.0,Staten Island,502.0,50.0,63.0,24.0,11.0,3413,General,12/20/2016,11 Ralph Place,11 Ralph Place,Ralph Place,Richmond Road & Targee Street,Staten Island,502,Not Applicable,Not Applicable,40.6051794375,-74.0915710137,Grasmere-Arrochar-South Beach-Dongan Hills,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2016-12-20,2016.0
POINT (-73.91050106617159 40.775897522802275),1330,4.0,Queens,401.0,22.0,36.0,13.0,14.0,3516,General,10/17/2016,31-04 Ditmars Blvd,31-04 Ditmars Blvd,Ditmars Blvd,31st Street & 33rd Street,Queens,401,Not Applicable,Not Applicable,40.7758975228,-73.9105010662,Astoria (North)-Ditmars-Steinway,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2016-10-17,2016.0
POINT (-73.91508559086297 40.634478954526784),253,3.0,Brooklyn,318.0,46.0,59.0,19.0,8.0,196,Bus Route,09/19/2013,7721 Flatlands Avenue,7721 Flatlands Avenue,Flatlands Avenue,East 77th and 78th Streets,Brooklyn,318,B6,Not Applicable,40.6344789545,-73.9150855909,Canarsie,X,AREA OF MINIMAL FLOOD HAZARD,3.0,BACKLESS,2013-09-19,2013.0
POINT (-73.98071001425639 40.62846095751377),226,3.0,Brooklyn,312.0,44.0,48.0,17.0,10.0,3395,Bus Route,10/29/2016,4817 18th Avenue,4817 18th Avenue,18th Avenue,48th Street & 49th Street,Brooklyn,312,B8,Not Applicable,40.6284609575,-73.9807100143,Borough Park,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2016-10-29,2016.0
POINT (-73.94496488480998 40.82392526042723),1605,1.0,Manhattan,109.0,7.0,70.0,30.0,13.0,1639,Senior Center,03/14/2013,695 Saint Nicholas Avenue,695 Saint Nicholas Avenue,Saint Nicholas Avenue,West 144th Street & West 145th Street,Manhattan,109,Not Applicable,Not Applicable,40.8239252604,-73.9449648848,Hamilton Heights-Sugar Hill,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-03-14,2013.0
POINT (-74.08328456136368 40.64770872757333),321,5.0,Staten Island,501.0,49.0,61.0,23.0,11.0,3302,Municipal Facilities,01/28/2017,300 Richmond Terrace,300 Richmond Terrace,Richmond Terrace,Nicholas Street & St Peters Place,Staten Island,501,Not Applicable,Not Applicable,40.6477087276,-74.0832845614,St. George-New Brighton,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2017-01-28,2017.0
POINT (-73.95108257225573 40.66807875083728),485,3.0,Brooklyn,309.0,35.0,43.0,20.0,9.0,1579,General,05/29/2013,1196 President Street,1196 President Street,President Street,Nostrand Avenue & Rogers Avenue,Brooklyn,309,Not Applicable,Not Applicable,40.6680787508,-73.9510825723,Crown Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-05-29,2013.0
POINT (-73.89519545093927 40.70283110868682),802,4.0,Queens,405.0,30.0,37.0,15.0,6.0,3870,Bus Route,08/17/2017,69-19 Fresh Pond Road,69-19 Fresh Pond Road,Fresh Pond Road,69th Avenue & 70th Avenue,Queens,405,B13,Not Applicable,40.7028311087,-73.8951954509,Ridgewood,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2017-08-17,2017.0
POINT (-73.9813272251712 40.77412530394775),1319,1.0,Manhattan,107.0,6.0,67.0,27.0,10.0,3659,Senior Safety,06/21/2017,158 Columbus Avenue,158 Columbus Avenue,Columbus Avenue,W. 67th Street & W. 66th Street,Manhattan,107,Not Applicable,Lincoln Square,40.7741253039,-73.9813272252,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2017-06-21,2017.0
POINT (-73.89097059154699 40.65026175172404),336,3.0,Brooklyn,318.0,42.0,60.0,19.0,8.0,3490,Bus Route,02/13/2017,11112 Flatlands Avenue,11112 Flatlands Avenue,Flatlands Avenue,Louisiana Avenue & Vandalia Avenue,Brooklyn,318,B82,Not Applicable,40.6502617517,-73.8909705915,Spring Creek-Starrett City,X,AREA OF MINIMAL FLOOD HAZARD,3.0,BACKLESS,2017-02-13,2017.0
POINT (-74.12083264997429 40.60663017875182),121,5.0,Staten Island,502.0,49.0,63.0,24.0,11.0,3992,Bus Route,05/03/2018,819 Manor Road,819 Manor Road,Manor Road,Shmidts Lane & Westwood Avenue,Staten Island,502,S54,Not Applicable,40.6066301788,-74.12083265,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2018-05-03,2018.0
POINT (-73.91398637912745 40.8328388382624),1652,2.0,Bronx,204.0,16.0,77.0,32.0,15.0,3217,General,09/18/2015,1150 Morris Avenue,270 E. 167th Street,East 167th Street and College,E. 167th Street and E. 166th Street,Bronx,204,BX32,Not Applicable,40.8328388383,-73.9139863791,Concourse-Concourse Village,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2015-09-18,2015.0
POINT (-73.93126143322708 40.666390942037786),468,3.0,Brooklyn,309.0,41.0,55.0,20.0,9.0,131,Bus Route,04/21/2012,341 Utica Avenue,341 Utica Avenue,Utica Avenue,Carroll Street and President Streets,Brooklyn,309,B46,Not Applicable,40.666390942,-73.9312614332,Crown Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2012-04-21,2012.0
POINT (-73.8625749634915 40.74953406636623),1943,4.0,Queens,404.0,21.0,39.0,13.0,14.0,1342,Plaza,06/01/2018,103-12 Roosevelt Avenue,103-12 Roosevelt Avenue,Roosevelt Avenue,104th and National Streets,Queens,404,Q20A,Not Applicable,40.7495340664,-73.8625749635,Corona,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2018-06-01,2018.0
POINT (-73.97716605202864 40.779916326616274),1366,1.0,Manhattan,107.0,6.0,67.0,29.0,10.0,1824,BID,03/18/2013,338 Columbus Avenue,338 Columbus Avenue,Columbus Avenue,W75th & W76th Street,Manhattan,107,Not Applicable,Columbus Avenue,40.7799163266,-73.977166052,Upper West Side (Central),X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-03-18,2013.0
POINT (-73.98663332304804 40.721368157507584),939,1.0,Manhattan,103.0,1.0,65.0,26.0,12.0,3333,Municipal Facilities,06/02/2016,166 Essex Street,166 Essex Street,Essex Street,E Houston Street & Stanton Street,Manhattan,103,Not Applicable,Not Applicable,40.7213681575,-73.986633323,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,6.0,BACKED,2016-06-02,2016.0
POINT (-73.88390564927636 40.74717190964502),1961,4.0,Queens,404.0,25.0,39.0,16.0,14.0,1522,BID,12/11/2012,40-14 82nd Street,40-14 82nd Street,82nd Street,Roosevelt Avenue and Ithaca Street,Queens,404,Not Applicable,82nd Street,40.7471719096,-73.8839056493,Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2012-12-11,2012.0
POINT (-74.00721674987017 40.651834553366854),353,3.0,Brooklyn,307.0,38.0,51.0,25.0,7.0,1609,General,01/09/2013,4004 Fourth Avenue,4004 Fourth Avenue,4th Avenue,40th & 41st Street,Brooklyn,307,Not Applicable,Not Applicable,40.6518345534,-74.0072167499,Sunset Park (West),X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-01-09,2013.0
POINT (-73.9462508599422 40.59987265125964),82,3.0,Brooklyn,315.0,48.0,41.0,19.0,9.0,3922,Bus Route,01/24/2018,2502 Avenue U,2502 Avenue U,Avenue U,Bedford Avenue & E 26th Street,Brooklyn,315,B3,Not Applicable,40.5998726513,-73.9462508599,Madison,X,AREA OF MINIMAL FLOOD HAZARD,3.0,BACKLESS,2018-01-24,2018.0
POINT (-73.8458991085964 40.72070444158713),934,4.0,Queens,406.0,29.0,28.0,16.0,6.0,897,General,02/20/2013,70-31 Austin Street,70-31 Austin Street,70th Road,70th Road and Queens Blvd,Queens,406,Not Applicable,Not Applicable,40.7207044416,-73.8458991086,Forest Hills,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-02-20,2013.0
POINT (-73.8625749634915 40.74953406636623),1944,4.0,Queens,404.0,21.0,39.0,13.0,14.0,1342,Plaza,06/01/2018,103-12 Roosevelt Avenue,103-12 Roosevelt Avenue,Roosevelt Avenue,104th and National Streets,Queens,404,Q20A,Not Applicable,40.7495340664,-73.8625749635,Corona,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2018-06-01,2018.0
POINT (-73.97739438062796 40.7340108124477),1008,1.0,Manhattan,106.0,4.0,74.0,27.0,12.0,4209,Bus Route,12/10/2018,503 E 20th Street,503 E 20th Street,E 20th Street,1st Avenue & Avenue C,Manhattan,106,M23,Not Applicable,40.7340108124,-73.9773943806,Stuyvesant Town-Peter Cooper Village,X,AREA OF MINIMAL FLOOD HAZARD,1.0,BACKED,2018-12-10,2018.0
POINT (-73.999263391763 40.71875966904907),922,1.0,Manhattan,102.0,1.0,65.0,26.0,7.0,3800,Senior Safety,08/04/2017,200 Centre Street,200 Centre Street,Centre Street,Hester Street & Grand Street,Manhattan,102,Not Applicable,Chinatown,40.718759669,-73.9992633918,SoHo-Little Italy-Hudson Square,X,AREA OF MINIMAL FLOOD HAZARD,5.0,BACKED,2017-08-04,2017.0
POINT (-73.93703799859266 40.62214960123797),2205,3.0,Brooklyn,318.0,45.0,41.0,19.0,9.0,41,Bus Route,09/25/2018,3832 KINGS HIGHWAY,3832 KINGS HIGHWAY,KINGS HIGHWAY,Ryder Street & Flatbush Avenue,Brooklyn,41,B82,,40.6221496012,-73.9370379986,Flatlands,X,AREA OF MINIMAL FLOOD HAZARD,4.0,LEANING BAR,2018-09-25,2018.0
POINT (-73.9338535665979 40.84764771425041),1736,1.0,Manhattan,112.0,10.0,72.0,31.0,13.0,2554,Municipal Facilities,06/26/2014,535 West 179th Street,535 West 179th Street,West 179th Street,Audobon Avenue & Saint Nicholas Avenue,Manhattan,112,Not Applicable,Not Applicable,40.8476477143,-73.9338535666,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2014-06-26,2014.0
POINT (-73.88484575370462 40.8367180742488),1680,2.0,Bronx,203.0,17.0,85.0,32.0,15.0,2123,General,10/23/2013,1768 Bryant Avenue,1768 Bryant Avenue,Bryant Avenue,E 174th Street,Bronx,203,Not Applicable,Not Applicable,40.8367180742,-73.8848457537,Crotona Park East,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-10-23,2013.0
POINT (-73.89499053093246 40.75465828213478),1183,4.0,Queens,403.0,25.0,34.0,13.0,14.0,3160,General,09/10/2015,71-19 Northern Boulevard,71-19 Northern Boulevard,Northern Boulevard,72nd Street & 71st Street,Queens,403,Q66,Not Applicable,40.7546582821,-73.8949905309,Jackson Heights,X,AREA OF MINIMAL FLOOD HAZARD,6.0,BACKLESS,2015-09-10,2015.0
POINT (-73.94854514643308 40.640436604294464),2073,3.0,Brooklyn,317.0,45.0,42.0,21.0,9.0,3048,General,11/25/2014,1860 Nostrand Avenue,1860 Nostrand Avenue,Nostrand Avenue,Avenue D & Newkirk Avenue,Brooklyn,317,B44,Not Applicable,40.6404366043,-73.9485451464,East Flatbush-Erasmus,X,AREA OF MINIMAL FLOOD HAZARD,5.0,BACKLESS,2014-11-25,2014.0
POINT (-74.01085657547229 40.64469474600969),308,3.0,Brooklyn,307.0,38.0,51.0,20.0,7.0,1850,Senior Center,04/11/2013,5024 5th Avenue,5024 5th Avenue,5th Avenue,50th & 51st Street,Brooklyn,307,Not Applicable,Not Applicable,40.644694746,-74.0108565755,Sunset Park (West),X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-04-11,2013.0
POINT (-73.96841607208277 40.796923018063815),1462,1.0,Manhattan,107.0,7.0,69.0,30.0,10.0,1279,General,10/15/2012,830-832 Amsterdam Avenue,830 Amsterdam Avenue,Amsterdam Avenue,West 100th and 101st Street,Manhattan,107,Not Applicable,Not Applicable,40.7969230181,-73.9684160721,Upper West Side-Manhattan Valley,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2012-10-15,2012.0
POINT (-73.98115288707832 40.68775465124214),658,3.0,Brooklyn,302.0,33.0,52.0,25.0,8.0,994,BID,06/19/2012,342 Livingston Street,342 Livingston Street,Livingston Street,Nevins Street and Flatbush Avenue,Brooklyn,302,Not Applicable,Court-Livingston-Schermerhorn,40.6877546512,-73.9811528871,Downtown Brooklyn-DUMBO-Boerum Hill,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2012-06-19,2012.0
POINT (-73.86300302590284 40.81862292811974),1564,2.0,Bronx,209.0,18.0,85.0,34.0,15.0,2533,Municipal Facilities,07/01/2014,660 Soundview Avenue,660 Soundview Avenue,Soundview Avenue,Taylor Avenue and Thieriot Avenue,Bronx,209,Not Applicable,Not Applicable,40.8186229281,-73.8630030259,Soundview-Clason Point,X,AREA OF MINIMAL FLOOD HAZARD,5.0,BACKED,2014-07-01,2014.0
POINT (-73.96250486965971 40.67343412041824),542,3.0,Brooklyn,308.0,35.0,57.0,20.0,9.0,1631,Senior Center,01/09/2013,781 Washington Avenue,781 Washington Avenue,St. Johns Place,Washington Avenue & Lincoln Place,Brooklyn,308,B45,Not Applicable,40.6734341204,-73.9625048697,Prospect Heights,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2013-01-09,2013.0
POINT (-73.9530652198297 40.807406582953824),2017,1.0,Manhattan,110.0,9.0,70.0,30.0,13.0,2248,Community Health Centers,11/08/2013,2230 Frederick Douglass Boulevard,2230 Frederick Douglass Boulevard,Federick Douglass Boulevard,W 120th Street and St. Nicholas Avenue,Manhattan,110,M10,Not Applicable,40.807406583,-73.9530652198,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2013-11-08,2013.0
POINT (-73.9080203129994 40.87614520755159),1847,1.0,Manhattan,208.0,10.0,72.0,31.0,13.0,3408,Senior Center,07/03/2017,5365 Broadway,5365 Broadway,Broadway,W. 228th Street & W. 230th Street,Bronx,208,Not Applicable,Not Applicable,40.8761452076,-73.908020313,Kingsbridge-Marble Hill,X,AREA OF MINIMAL FLOOD HAZARD,4.0,BACKED,2017-07-03,2017.0
POINT (-73.91434233879379 40.833026678046444),2058,2.0,Bronx,204.0,16.0,77.0,33.0,15.0,2905,Municipal Facilities,11/18/2014,1189 Morris Avenue,1189 Morris Avenue,Morris Avenue,East 167th Street & McClellan Street,Bronx,204,BX32,Not Applicable,40.833026678,-73.9143423388,Concourse-Concourse Village,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2014-11-18,2014.0
POINT (-73.93121623216842 40.84827122241397),2237,1.0,Manhattan,112.0,10.0,72.0,31.0,13.0,73,SBS,09/10/2020,505 W 181st Street,505 W 181st Street,W 181st Street,Audubon Avenue & Amsterdam Avenue,Manhattan,12,bx03,,40.8482712224,-73.9312162322,Washington Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,,LEANING BAR,2020-09-10,2020.0
POINT (-73.9351005684208 40.80338072344299),1489,1.0,Manhattan,111.0,8.0,68.0,30.0,13.0,2556,Municipal Facilities,08/03/2017,224 East 125th Street,224 East 125th Street,East 125th Street,2nd Avenue & 3rd Avenue,Manhattan,111,Not Applicable,Not Applicable,40.8033807234,-73.9351005684,East Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,4.0,BACKED,2017-08-03,2017.0
POINT (-73.98329377451803 40.73899413581635),1036,1.0,Manhattan,106.0,2.0,75.0,28.0,12.0,1135,Senior Center,10/25/2012,302 3rd Avenue,302 3rd Avenue,E. 23rd Street,E23rd & E24th Street,Manhattan,106,Not Applicable,Not Applicable,40.7389941358,-73.9832937745,Gramercy,X,AREA OF MINIMAL FLOOD HAZARD,6.0,BACKED,2012-10-25,2012.0
POINT (-73.94806154314946 40.70016104499287),774,3.0,Brooklyn,301.0,33.0,53.0,26.0,7.0,2781,Municipal Facilities,10/14/2014,11 Bartlett Street,11 Bartlett Street,Bartlett Street,Harrison Avenue and Flushing Avenue,Brooklyn,301,Not Applicable,Not Applicable,40.700161045,-73.9480615431,South Williamsburg,X,AREA OF MINIMAL FLOOD HAZARD,3.0,BACKED,2014-10-14,2014.0
POINT (-73.97441527769152 40.67560664235514),559,3.0,Brooklyn,306.0,39.0,52.0,21.0,9.0,2201,General,11/06/2013,176 Lincoln Place,176 Lincoln Place,Lincoln Place,7th Avenue & 8th Avenue,Brooklyn,306,Not Applicable,Not Applicable,40.6756066424,-73.9744152777,Park Slope,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-11-06,2013.0
POINT (-73.9742348484136 40.79098295356663),1415,1.0,Manhattan,107.0,6.0,67.0,31.0,10.0,2103,General,10/10/2013,2442 Broadway,2442 Broadway,Broadway,W 90th & W 91st Streets,Manhattan,107,Not Applicable,Not Applicable,40.7909829536,-73.9742348484,Upper West Side (Central),X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-10-10,2013.0
POINT (-73.96100364581814 40.68455815475775),638,3.0,Brooklyn,302.0,35.0,57.0,25.0,8.0,2811,Municipal Facilities,12/29/2014,170 Gates Avenue,170 Gates Avenue,Downing Street,Downing Street and Irving Place,Brooklyn,302,Not Applicable,Not Applicable,40.6845581548,-73.9610036458,Clinton Hill,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2014-12-29,2014.0
POINT (-73.90331302079477 40.85488488478206),1768,2.0,Bronx,205.0,14.0,86.0,33.0,15.0,2654,Municipal Facilities,07/30/2014,125 E. 181st Street,125 E. 181st Street,E. 181st Street,Morris Avenue and Creston Avenue,Bronx,205,Not Applicable,Not Applicable,40.8548848848,-73.9033130208,Fordham Heights,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2014-07-30,2014.0
POINT (-73.95570548560022 40.68067963545966),1916,3.0,Brooklyn,303.0,36.0,57.0,25.0,8.0,1106,General,09/27/2012,537 Franklin Avenue,537 Franklin Avenue,Franklin Avenue,Fulton Street and Lefferts Place,Brooklyn,303,Not Applicable,Not Applicable,40.6806796355,-73.9557054856,Bedford-Stuyvesant (West),X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2012-09-27,2012.0
POINT (-73.98067806906342 40.69791558485306),754,3.0,Brooklyn,302.0,35.0,57.0,25.0,8.0,1741,General,02/13/2013,50 Navy Street,50 Navy Street,Navy Street,Concord Street & Flushing Avenue,Brooklyn,302,B57,Not Applicable,40.6979155849,-73.9806780691,Downtown Brooklyn-DUMBO-Boerum Hill,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2.0,BACKED,2013-02-13,2013.0
POINT (-73.98373348114725 40.68894244935593),675,3.0,Brooklyn,302.0,33.0,52.0,25.0,8.0,420,Bus Route,02/11/2013,253 Livingston Street,253 Livingston Street,Livingston Street,Elm Place and Bond Street,Brooklyn,302,B41,Court-Livingston-Schermerhorn,40.6889424494,-73.9837334811,Downtown Brooklyn-DUMBO-Boerum Hill,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS,2013-02-11,2013.0
POINT (-73.98424253940516 40.748229760127195),2169,1.0,Manhattan,105.0,4.0,75.0,27.0,12.0,6,SBS,11/30/2016,349 5th Avenue,4 E. 34th Street,E. 34th Street,E. 34th Street & E. 33rd Street,Manhattan,0,M34,,40.7482297601,-73.9842425394,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,,LEANING BAR,2016-11-30,2016.0
POINT (-73.9845399681354 40.668423506573625),490,3.0,Brooklyn,306.0,39.0,52.0,21.0,7.0,2011,General,07/09/2013,357-359 9th Street,359 9th Street,9th Street,5th Avenue & 6th Avenue,Brooklyn,306,Not Applicable,Not Applicable,40.6684235066,-73.9845399681,Park Slope,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-07-09,2013.0
POINT (-73.92252625891109 40.74385077897735),1087,4.0,Queens,402.0,26.0,37.0,12.0,14.0,2511,BID,07/25/2014,41-31 Queens Boulevard,41-31 Queens Boulevard,Queens Boulevard,41st Street & 42nd Street,Queens,402,Not Applicable,Sunnyside Shines,40.743850779,-73.9225262589,Sunnyside,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2014-07-25,2014.0
POINT (-73.86824247674328 40.85660704992287),2190,2.0,Bronx,211.0,13.0,80.0,34.0,14.0,27,SBS,,Pelham Parkaway at Whiteplains Road,650 Pelham Parkway South,Pelham Parkaway,Whiteplains Road & Boston Road,Bronx,211,BX12,,40.8566070499,-73.8682424767,Pelham Parkway-Van Nest,X,AREA OF MINIMAL FLOOD HAZARD,,LEANING BAR,,
POINT (-73.76745256609595 40.75608534129622),1203,4.0,Queens,411.0,19.0,25.0,11.0,6.0,3350,Municipal Facilities,07/07/2016,47-28 Bell Boulevard,47-28 Bell Boulevard,Bell Boulevard,47th Avenue & 48th Avenue,Queens,411,Not Applicable,Not Applicable,40.7560853413,-73.7674525661,Bayside,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2016-07-07,2016.0
POINT (-73.96970055848213 40.794941726613565),1448,1.0,Manhattan,107.0,7.0,69.0,30.0,10.0,2077,Plaza,10/11/2013,765 Amsterdam Avenue,765 Amsterdam Avenue,97th Street,97th Street and Columbus Avenue,Manhattan,107,Not Applicable,Not Applicable,40.7949417266,-73.9697005585,Upper West Side-Manhattan Valley,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2013-10-11,2013.0
POINT (-73.92529751168145 40.866334282958114),1811,1.0,Manhattan,112.0,10.0,72.0,31.0,13.0,2371,General,04/18/2014,4799 Broadway,4799 Broadway,Broadway,Academy & Cumming Street,Manhattan,112,M100,Not Applicable,40.866334283,-73.9252975117,Inwood,X,AREA OF MINIMAL FLOOD HAZARD,6.0,BACKED,2014-04-18,2014.0
POINT (-73.84676428102074 40.85814667534947),2105,2.0,Bronx,211.0,13.0,80.0,34.0,14.0,3671,Bus Route,03/11/2017,1400 Pelham Parkway South,1400 Pelham Parkway South,Pelham Parkaway,Eastchester Road & Wilson Avenue,Bronx,211,BX12,Not Applicable,40.8581466753,-73.846764281,Morris Park,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2017-03-11,2017.0
POINT (-74.02973409055198 40.62644926504191),221,3.0,Brooklyn,310.0,43.0,46.0,22.0,11.0,3958,Senior Safety,02/08/2018,8125 3rd Avenue,8125 3rd Avenue,3rd Avenue,81st Street & 82nd Street,Brooklyn,310,Not Applicable,Not Applicable,40.626449265,-74.0297340906,Bay Ridge,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2018-02-08,2018.0
POINT (-73.91858824221858 40.6989047886559),2086,3.0,Brooklyn,304.0,37.0,53.0,18.0,7.0,3194,Plaza,06/19/2015,452 Knickerbocker Avenue,452 Knickerbocker Avenue,Knickerbocker Avenue,Greene Avenue and Myrtle Avenue,Brooklyn,304,Not Applicable,Not Applicable,40.6989047887,-73.9185882422,Bushwick (West),X,AREA OF MINIMAL FLOOD HAZARD,,BACKED,2015-06-19,2015.0
