GISJOIN,GEOID,STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE,geometry,closest_bench,the_geom,ObjectID,BoroName,Latitude,Longitude,NTAName,SeatingTyp,date,lat_long,distance_km,distance_m,travel_time,travel_time_sec
G3600810085300,36081085300,36,081,085300,5415,40.756379,-73.827622,POINT (1839718.7952999994 580515.8742999993),"(40.7556764945, -73.8282633148)",POINT (-73.82826331481769 40.755676494467295),1190,Queens,40.7556764945,-73.8282633148,Flushing-Willets Point,BACKLESS,2012-06-20,"(40.7556764945, -73.8282633148)",0.3 km,260,3 mins,
G3600810085500,36081085500,36,081,085500,6889,40.759764,-73.823304,POINT (1839982.8825000003 580968.3005999997),"(40.7581590609, -73.8235674729)",POINT (-73.82356747293028 40.75815906091251),1219,Queens,40.7581590609,-73.8235674729,Flushing-Willets Point,BACKLESS,2017-06-28,"(40.7581590609, -73.8235674729)",0.3 km,276,3 mins,
G3600810085700,36081085700,36,081,085700,5770,40.756713,-73.823633,POINT (1840035.0973999985 580629.4955000002),"(40.7581590609, -73.8235674729)",POINT (-73.82356747293028 40.75815906091251),1219,Queens,40.7581590609,-73.8235674729,Flushing-Willets Point,BACKLESS,2017-06-28,"(40.7581590609, -73.8235674729)",0.3 km,313,4 mins,
G3600810085900,36081085900,36,081,085900,6162,40.75479,-73.821331,POINT (1840272.4274999984 580464.5408999994),"(40.7531129409, -73.8216763303)",POINT (-73.82167633028187 40.753112940936255),1176,Queens,40.7531129409,-73.8216763303,Flushing-Willets Point,BACKED,2017-06-28,"(40.7531129409, -73.8216763303)",0.3 km,287,3 mins,
G3600810086100,36081086100,36,081,086100,2450,40.757491,-73.818222,POINT (1840455.7276999988 580819.0452999994),"(40.7581590609, -73.8235674729)",POINT (-73.82356747293028 40.75815906091251),1219,Queens,40.7581590609,-73.8235674729,Flushing-Willets Point,BACKLESS,2017-06-28,"(40.7581590609, -73.8235674729)",0.5 km,512,6 mins,
G3600810086300,36081086300,36,081,086300,7118,40.761387,-73.820069,POINT (1840204.3581000008 581207.7786999997),"(40.7616261948, -73.8223084432)",POINT (-73.82230844315032 40.76162619479007),1249,Queens,40.7616261948,-73.8223084432,Flushing-Willets Point,BACKED,2017-06-21,"(40.7616261948, -73.8223084432)",0.3 km,300,4 mins,
G3600810086400,36081086400,36,081,086400,2867,40.676752,-73.834267,POINT (1841238.7371000014 571710.6481999997),"(40.6795141395, -73.8315573702)",POINT (-73.83155737021654 40.67951413949312),597,Queens,40.6795141395,-73.8315573702,South Ozone Park,BACKED,2016-05-18,"(40.6795141395, -73.8315573702)",0.5 km,543,7 mins,
G3600810086500,36081086500,36,081,086500,5224,40.762462,-73.825115,POINT (1839765.4945 581227.2114000004),"(40.7611154294, -73.8245871329)",POINT (-73.8245871328613 40.76111542937672),1232,Queens,40.7611154294,-73.8245871329,Flushing-Willets Point,BACKED,2017-06-21,"(40.7611154294, -73.8245871329)",0.2 km,156,2 mins,
G3600810086900,36081086900,36,081,086900,2343,40.76378,-73.830918,POINT (1839258.685800001 581258.4951000009),"(40.7643630508, -73.8268978753)",POINT (-73.82689787529107 40.76436305081279),1261,Queens,40.7643630508,-73.8268978753,Flushing-Willets Point,BACKED,2013-03-05,"(40.7643630508, -73.8268978753)",0.3 km,334,5 mins,
G3600810087100,36081087100,36,081,087100,6373,40.757955,-73.833412,POINT (1839206.3269999996 580575.5262000002),"(40.7580767894, -73.8289844551)",POINT (-73.82898445507931 40.758076789355286),1215,Queens,40.7580767894,-73.8289844551,Flushing-Willets Point,BACKLESS,2013-09-23,"(40.7580767894, -73.8289844551)",0.5 km,492,6 mins,
G3600810088400,36081088400,36,081,088400,7578,40.657984,-73.83427,POINT (1841724.3473000005 569665.4509999994),"(40.6616572853, -73.8328590401)",POINT (-73.83285904008963 40.6616572852978),418,Queens,40.6616572853,-73.8328590401,Howard Beach-Lindenwood,BACKLESS,2016-05-19,"(40.6616572853, -73.8328590401)",0.5 km,549,7 mins,
G3600810088902,36081088902,36,081,088902,7015,40.768186,-73.829797,POINT (1839235.9219000004 581760.2711999994),"(40.7643630508, -73.8268978753)",POINT (-73.82689787529107 40.76436305081279),1261,Queens,40.7643630508,-73.8268978753,Flushing-Willets Point,BACKED,2013-03-05,"(40.7643630508, -73.8268978753)",0.8 km,767,10 mins,
G3600810088903,36081088903,36,081,088903,4487,40.774956,-73.827108,POINT (1839279.6383000016 582549.9706999995),"(40.7643630508, -73.8268978753)",POINT (-73.82689787529107 40.76436305081279),1261,Queens,40.7643630508,-73.8268978753,Flushing-Willets Point,BACKED,2013-03-05,"(40.7643630508, -73.8268978753)",1.4 km,1421,18 mins,
G3600810089201,36081089201,36,081,089201,7404,40.655878,-73.845321,POINT (1840877.3244000003 569221.8396000005),"(40.6526915234, -73.8384877548)",POINT (-73.8384877547579 40.652691523431464),367,Queens,40.6526915234,-73.8384877548,Howard Beach-Lindenwood,BACKLESS,2019-02-05,"(40.6526915234, -73.8384877548)",0.9 km,926,11 mins,
G3600810089202,36081089202,36,081,089202,0,40.649664,-73.848588,POINT (1840771.5612999983 568481.3920000009),"(40.6526915234, -73.8384877548)",POINT (-73.8384877547579 40.652691523431464),367,Queens,40.6526915234,-73.8384877548,Howard Beach-Lindenwood,BACKLESS,2019-02-05,"(40.6526915234, -73.8384877548)",1.2 km,1165,14 mins,
G3600810090700,36081090700,36,081,090700,1584,40.77634,-73.841618,POINT (1838062.0938999988 582420.0380000006),"(40.7785595819, -73.8429186706)",POINT (-73.84291867064181 40.7785595818507),1349,Queens,40.7785595819,-73.8429186706,College Point,BACKED,2014-11-24,"(40.7785595819, -73.8429186706)",0.4 km,365,5 mins,
G3600810091602,36081091602,36,081,091602,12,40.56591,-73.883743,POINT (1840066.683699999 558672.8444999997),"(40.5801555626, -73.8375535062)",POINT (-73.83755350623707 40.58015556264613),32,Queens,40.5801555626,-73.8375535062,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,BACKED,2014-12-02,"(40.5801555626, -73.8375535062)",4.9 km,4883,1 hour 0 mins,
G3600810091603,36081091603,36,081,091603,4456,40.560068,-73.914319,POINT (1837719.4743999988 557444.4504000004),"(40.5841757264, -73.9343955877)",POINT (-73.93439558767986 40.584175726362425),40,Brooklyn,40.5841757264,-73.9343955877,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,BACKED,2014-01-14,"(40.5841757264, -73.9343955877)",NA,NA,NA,0
G3600810091604,36081091604,36,081,091604,0,40.552683,-73.924526,POINT (1837075.9274999984 556442.1336000003),"(40.5841757264, -73.9343955877)",POINT (-73.93439558767986 40.584175726362425),40,Brooklyn,40.5841757264,-73.9343955877,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,BACKED,2014-01-14,"(40.5841757264, -73.9343955877)",NA,NA,NA,0
G3600810091800,36081091800,36,081,091800,12,40.568024,-73.864539,POINT (1841580.8081 559275.2324999999),"(40.5788431882, -73.8367937467)",POINT (-73.83679374665229 40.578843188248456),29,Queens,40.5788431882,-73.8367937467,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,BACKED,2014-12-01,"(40.5788431882, -73.8367937467)",2.9 km,2905,36 mins,
G3600810091900,36081091900,36,081,091900,6417,40.777104,-73.845643,POINT (1837714.5201999992 582425.4448000006),"(40.7785595819, -73.8429186706)",POINT (-73.84291867064181 40.7785595818507),1349,Queens,40.7785595819,-73.8429186706,College Point,BACKED,2014-11-24,"(40.7785595819, -73.8429186706)",0.4 km,361,5 mins,
G3600810092200,36081092200,36,081,092200,2208,40.573804,-73.860483,POINT (1841762.6592000015 559983.7644999996),"(40.5801555626, -73.8375535062)",POINT (-73.83755350623707 40.58015556264613),32,Queens,40.5801555626,-73.8375535062,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,BACKED,2014-12-02,"(40.5801555626, -73.8375535062)",2.3 km,2252,28 mins,
G3600810092500,36081092500,36,081,092500,4356,40.782316,-73.844904,POINT (1837639.8553999998 583007.6533000004),"(40.7843800444, -73.8458743201)",POINT (-73.84587432013842 40.78438004440527),1385,Queens,40.7843800444,-73.8458743201,College Point,BACKED,2013-04-19,"(40.7843800444, -73.8458743201)",0.3 km,307,4 mins,
G3600810092800,36081092800,36,081,092800,3204,40.575401,-73.853484,POINT (1842293.0122000016 560293.4713000003),"(40.5801555626, -73.8375535062)",POINT (-73.83755350623707 40.58015556264613),32,Queens,40.5801555626,-73.8375535062,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,BACKED,2014-12-02,"(40.5801555626, -73.8375535062)",1.7 km,1669,21 mins,
G3600810092900,36081092900,36,081,092900,7638,40.787735,-73.850452,POINT (1837047.8729000017 583490.8648000006),"(40.7857962346, -73.8448417203)",POINT (-73.84484172027244 40.78579623461804),1395,Queens,40.7857962346,-73.8448417203,College Point,BACKED,2013-04-19,"(40.7857962346, -73.8448417203)",0.8 km,753,10 mins,
G3600810093401,36081093401,36,081,093401,3732,40.577861,-73.846474,POINT (1842801.8979000002 560697.4766000006),"(40.5801555626, -73.8375535062)",POINT (-73.83755350623707 40.58015556264613),32,Queens,40.5801555626,-73.8375535062,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,BACKED,2014-12-02,"(40.5801555626, -73.8375535062)",0.9 km,929,11 mins,
G3600810093402,36081093402,36,081,093402,3704,40.578535,-73.840013,POINT (1843312.125 560896.2316999994),"(40.5788431882, -73.8367937467)",POINT (-73.83679374665229 40.578843188248456),29,Queens,40.5788431882,-73.8367937467,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,BACKED,2014-12-01,"(40.5788431882, -73.8367937467)",0.4 km,382,5 mins,
G3600810093800,36081093800,36,081,093800,4460,40.581271,-73.828585,POINT (1844174.5735 561416.1053999998),"(40.5821225164, -73.8295364484)",POINT (-73.82953644844987 40.58212251636916),37,Queens,40.5821225164,-73.8295364484,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,BACKLESS,2015-02-02,"(40.5821225164, -73.8295364484)",0.2 km,155,2 mins,
G3600810093900,36081093900,36,081,093900,6268,40.791645,-73.843706,POINT (1837496.0340999998 584047.3312999997),"(40.7857962346, -73.8448417203)",POINT (-73.84484172027244 40.78579623461804),1395,Queens,40.7857962346,-73.8448417203,College Point,BACKED,2013-04-19,"(40.7857962346, -73.8448417203)",0.7 km,738,10 mins,
G3600810094201,36081094201,36,081,094201,3729,40.584779,-73.820047,POINT (1844780.9327000007 561964.0951000005),"(40.5854360957, -73.817972248)",POINT (-73.81797224795821 40.58543609572561),41,Queens,40.5854360957,-73.817972248,Rockaway Beach-Arverne-Edgemere,BACKED,2019-01-31,"(40.5854360957, -73.817972248)",0.2 km,202,3 mins,
G3600810094202,36081094202,36,081,094202,4785,40.588988,-73.809643,POINT (1845521.4026999995 562624.7534999996),"(40.5879607609, -73.807675623)",POINT (-73.80767562304652 40.587960760918506),43,Queens,40.5879607609,-73.807675623,Rockaway Beach-Arverne-Edgemere,BACKLESS,2019-02-05,"(40.5879607609, -73.807675623)",0.4 km,359,4 mins,
G3600810094203,36081094203,36,081,094203,5676,40.586476,-73.808999,POINT (1845639.0912000015 562363.5308999997),"(40.5879607609, -73.807675623)",POINT (-73.80767562304652 40.587960760918506),43,Queens,40.5879607609,-73.807675623,Rockaway Beach-Arverne-Edgemere,BACKLESS,2019-02-05,"(40.5879607609, -73.807675623)",0.6 km,600,7 mins,
G3600810094500,36081094500,36,081,094500,4327,40.788416,-73.832565,POINT (1838486.7696999982 583910.9695999995),"(40.7859030269, -73.8384710058)",POINT (-73.83847100581009 40.785903026866116),1393,Queens,40.7859030269,-73.8384710058,College Point,BACKED,2013-07-31,"(40.7859030269, -73.8384710058)",0.7 km,712,9 mins,
G3600810094700,36081094700,36,081,094700,3035,40.786235,-73.841735,POINT (1837796.5150999986 583495.9591000006),"(40.7851489196, -73.8413792138)",POINT (-73.84137921376256 40.78514891956936),1390,Queens,40.7851489196,-73.8413792138,College Point,BACKED,2013-04-19,"(40.7851489196, -73.8413792138)",0.2 km,213,3 mins,
G3600810095400,36081095400,36,081,095400,6108,40.593536,-73.799142,POINT (1846260.879900001 563324.3034000006),"(40.5907501686, -73.796523618)",POINT (-73.79652361801388 40.590750168613866),48,Queens,40.5907501686,-73.796523618,Rockaway Beach-Arverne-Edgemere,BACKED,2019-01-31,"(40.5907501686, -73.796523618)",0.6 km,562,7 mins,
G3600810096400,36081096400,36,081,096400,6353,40.593138,-73.793114,POINT (1846763.3447000012 563398.0605999995),"(40.5928935327, -73.7892824757)",POINT (-73.78928247569267 40.592893532728645),53,Queens,40.5928935327,-73.7892824757,Rockaway Beach-Arverne-Edgemere,BACKED,2019-02-05,"(40.5928935327, -73.7892824757)",0.3 km,328,4 mins,
G3600810097202,36081097202,36,081,097202,3460,40.590706,-73.787144,POINT (1847313.8398999982 563249.0934999995),"(40.5928935327, -73.7892824757)",POINT (-73.78928247569267 40.592893532728645),53,Queens,40.5928935327,-73.7892824757,Rockaway Beach-Arverne-Edgemere,BACKED,2019-02-05,"(40.5928935327, -73.7892824757)",0.4 km,447,6 mins,
G3600810097204,36081097204,36,081,097204,4078,40.593887,-73.781718,POINT (1847674.2941000015 563701.1843999997),"(40.5950087591, -73.7854886292)",POINT (-73.78548862917616 40.59500875909126),59,Queens,40.5950087591,-73.7854886292,Rockaway Beach-Arverne-Edgemere,BACKLESS,2019-02-05,"(40.5950087591, -73.7854886292)",0.7 km,664,8 mins,
G3600810097205,36081097205,36,081,097205,4268,40.596353,-73.785144,POINT (1847330.6160000004 563903.2788999993),"(40.5950087591, -73.7854886292)",POINT (-73.78548862917616 40.59500875909126),59,Queens,40.5950087591,-73.7854886292,Rockaway Beach-Arverne-Edgemere,BACKLESS,2019-02-05,"(40.5950087591, -73.7854886292)",0.2 km,244,3 mins,
G3600810097206,36081097206,36,081,097206,2910,40.597532,-73.774835,POINT (1848141.6002999991 564232.1811999995),"(40.5945012091, -73.7672224456)",POINT (-73.7672224455585 40.59450120909373),56,Queens,40.5945012091,-73.7672224456,Far Rockaway-Bayswater,BACKED,2014-12-02,"(40.5945012091, -73.7672224456)",1.0 km,997,13 mins,
G3600810097207,36081097207,36,081,097207,12,40.603564,-73.780379,POINT (1847532.4866999984 564781.6240999997),"(40.5950087591, -73.7854886292)",POINT (-73.78548862917616 40.59500875909126),59,Queens,40.5950087591,-73.7854886292,Rockaway Beach-Arverne-Edgemere,BACKLESS,2019-02-05,"(40.5950087591, -73.7854886292)",1.4 km,1408,17 mins,
G3600810097300,36081097300,36,081,097300,2007,40.793241,-73.820473,POINT (1839346.3946000002 584670.6732000001),"(40.7887517867, -73.8136931955)",POINT (-73.81369319552367 40.788751786682816),1407,Queens,40.7887517867,-73.8136931955,Whitestone-Beechhurst,BACKED,2013-12-09,"(40.7887517867, -73.8136931955)",1.0 km,999,13 mins,
G3600810098100,36081098100,36,081,098100,2353,40.794094,-73.816051,POINT (1839684.3282999992 584849.2065999992),"(40.7887517867, -73.8136931955)",POINT (-73.81369319552367 40.788751786682816),1407,Queens,40.7887517867,-73.8136931955,Whitestone-Beechhurst,BACKED,2013-12-09,"(40.7887517867, -73.8136931955)",0.6 km,626,8 mins,
G3600810098700,36081098700,36,081,098700,2543,40.792377,-73.809098,POINT (1840294.9087999985 584796.7541000005),"(40.7887517867, -73.8136931955)",POINT (-73.81369319552367 40.788751786682816),1407,Queens,40.7887517867,-73.8136931955,Whitestone-Beechhurst,BACKED,2013-12-09,"(40.7887517867, -73.8136931955)",0.8 km,760,10 mins,
G3600810099100,36081099100,36,081,099100,6642,40.791547,-73.799987,POINT (1841058.2113000005 584882.7931999993),"(40.7879736751, -73.8133500063)",POINT (-73.81335000631768 40.787973675102336),1406,Queens,40.7879736751,-73.8133500063,Whitestone-Beechhurst,BACKED,2013-09-23,"(40.7879736751, -73.8133500063)",1.5 km,1506,19 mins,
G3600810099200,36081099200,36,081,099200,4348,40.597117,-73.766087,POINT (1848866.5009000003 564357.1225000005),"(40.5945012091, -73.7672224456)",POINT (-73.7672224455585 40.59450120909373),56,Queens,40.5945012091,-73.7672224456,Far Rockaway-Bayswater,BACKED,2014-12-02,"(40.5945012091, -73.7672224456)",0.3 km,344,5 mins,
G3600810099701,36081099701,36,081,099701,3075,40.779905,-73.791781,POINT (1842028.2303999998 583773.4164000005),"(40.7765360462, -73.7836181709)",POINT (-73.78361817086507 40.776536046181135),1336,Queens,40.7765360462,-73.7836181709,Bay Terrace-Clearview,BACKED,2015-06-02,"(40.7765360462, -73.7836181709)",1.1 km,1116,14 mins,
G3600810099703,36081099703,36,081,099703,3938,40.783818,-73.775579,POINT (1843245.950100001 584513.8717),"(40.7765360462, -73.7836181709)",POINT (-73.78361817086507 40.776536046181135),1336,Queens,40.7765360462,-73.7836181709,Bay Terrace-Clearview,BACKED,2015-06-02,"(40.7765360462, -73.7836181709)",1.3 km,1334,17 mins,
G3600810099704,36081099704,36,081,099704,7280,40.781117,-73.781056,POINT (1842870.0885999985 584113.3909000009),"(40.7765360462, -73.7836181709)",POINT (-73.78361817086507 40.776536046181135),1336,Queens,40.7765360462,-73.7836181709,Bay Terrace-Clearview,BACKED,2015-06-02,"(40.7765360462, -73.7836181709)",0.8 km,814,11 mins,
G3600810099705,36081099705,36,081,099705,2687,40.78598,-73.78564,POINT (1842370.6853 584554.3170999996),"(40.7765360462, -73.7836181709)",POINT (-73.78361817086507 40.776536046181135),1336,Queens,40.7765360462,-73.7836181709,Bay Terrace-Clearview,BACKED,2015-06-02,"(40.7765360462, -73.7836181709)",2.6 km,2627,33 mins,
G3600810099801,36081099801,36,081,099801,7853,40.598339,-73.757355,POINT (1849547.5639999993 564660.1773000006),"(40.5960027574, -73.7541076396)",POINT (-73.75410763964776 40.59600275744436),64,Queens,40.5960027574,-73.7541076396,Far Rockaway-Bayswater,BACKLESS,2016-12-09,"(40.5960027574, -73.7541076396)",0.5 km,530,7 mins,
G3600810099802,36081099802,36,081,099802,5822,40.593968,-73.757624,POINT (1849639.1493000016 564178.7043999992),"(40.5960027574, -73.7541076396)",POINT (-73.75410763964776 40.59600275744436),64,Queens,40.5960027574,-73.7541076396,Far Rockaway-Bayswater,BACKLESS,2016-12-09,"(40.5960027574, -73.7541076396)",0.6 km,595,8 mins,
G3600810099900,36081099900,36,081,099900,0,40.791605,-73.776724,POINT (1842950.6422999986 585340.0130000003),"(40.7765360462, -73.7836181709)",POINT (-73.78361817086507 40.776536046181135),1336,Queens,40.7765360462,-73.7836181709,Bay Terrace-Clearview,BACKED,2015-06-02,"(40.7765360462, -73.7836181709)",2.6 km,2607,33 mins,
G3600810100801,36081100801,36,081,100801,2496,40.610038,-73.76612,POINT (1848528.2914000005 565764.2971000001),"(40.602988756, -73.753181639)",POINT (-73.75318163904649 40.60298875595714),100,Queens,40.602988756,-73.753181639,Far Rockaway-Bayswater,BACKED,2015-12-09,"(40.602988756, -73.753181639)",1.5 km,1514,19 mins,
G3600810100801,36081100801,36,081,100801,2496,40.610038,-73.76612,POINT (1848528.2914000005 565764.2971000001),"(40.602988756, -73.753181639)",POINT (-73.75318163904649 40.60298875595714),92,Queens,40.602988756,-73.753181639,Far Rockaway-Bayswater,BACKED,2015-12-09,"(40.602988756, -73.753181639)",1.5 km,1514,19 mins,
G3600810100801,36081100801,36,081,100801,2496,40.610038,-73.76612,POINT (1848528.2914000005 565764.2971000001),"(40.602988756, -73.753181639)",POINT (-73.75318163904649 40.60298875595714),101,Queens,40.602988756,-73.753181639,Far Rockaway-Bayswater,BACKED,2015-12-09,"(40.602988756, -73.753181639)",1.5 km,1514,19 mins,
G3600810100801,36081100801,36,081,100801,2496,40.610038,-73.76612,POINT (1848528.2914000005 565764.2971000001),"(40.602988756, -73.753181639)",POINT (-73.75318163904649 40.60298875595714),91,Queens,40.602988756,-73.753181639,Far Rockaway-Bayswater,BACKED,2015-12-09,"(40.602988756, -73.753181639)",1.5 km,1514,19 mins,
